Airport,State,Flight_Phase,Height,Speed,Distance
INDIANAPOLIS INTL ARPT,IN,APPROACH,2300,,15.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,5700,,15.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,700,,2.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,150,,0.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,,,3.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,3200,170,10.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,2200,210,5.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,200,140,0.330000013
INDIANAPOLIS INTL ARPT,IN,APPROACH,800,140,2.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,200,134,1.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,2000,180,5.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,5000,180,5.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,7000,190,23.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,900,145,3.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,300,140,1.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,20,140,0.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,50,,0.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,3200,210,10.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,50,,0.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,2200,,10.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,1200,,3.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,500,140,1.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,3200,210,5.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,1500,135,4.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,7000,250,25.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,50,140,0.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,600,135,6.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,20,135,0.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,,,0.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,2200,180,10.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,8,133,0.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,10,125,0.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,3500,200,12.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,7,135,0.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,5000,250,10.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,10,135,0.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,50,,0.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,900,130,4.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,10,135,0.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,800,140,2.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,200,145,0.5
INDIANAPOLIS INTL ARPT,IN,APPROACH,3200,240,20.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,2200,139,12.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,2100,180,6.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,1000,125,3.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,3000,170,8.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,1700,150,7.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,700,125,2.0
INDIANAPOLIS INTL ARPT,IN,APPROACH,2600,200,1.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,20,130,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,300,,1.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,20,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,1000,,3.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,10,120,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,30,140,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,500,,1.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,100,150,0.25
SAN FRANCISCO INTL ARPT,CA,APPROACH,200,,0.25
SAN FRANCISCO INTL ARPT,CA,APPROACH,200,144,0.25
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,130,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,450,120,1.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,25,135,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,11000,280,10.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,100,130,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,30,130,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,140,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,20,140,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,135,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,200,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,500,140,1.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,145,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,20,80,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,135,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,100,110,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,1800,,3.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,4000,,5.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,1700,170,5.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,1000,135,3.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,300,140,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,100,120,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,300,130,1.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,250,140,0.200000003
SAN FRANCISCO INTL ARPT,CA,APPROACH,10,140,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,60,120,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,25,110,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,130,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,30,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,1500,140,5.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,200,133,0.25
SAN FRANCISCO INTL ARPT,CA,APPROACH,30,120,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,1500,140,4.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,300,140,1.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,30,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,210,25.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,0,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,3.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,1.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,140,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,7,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,75,135,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,4000,180,10.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,125,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,200,140,1.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,10,125,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,3000,200,15.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,0.100000001
SAN FRANCISCO INTL ARPT,CA,APPROACH,8000,240,15.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,20,135,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,800,135,3.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,3,120,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,145,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,500,155,1.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,700,,2.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,140,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,160,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,30,154,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,10.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,100,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,100,130,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,100,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,10,120,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,1000,130,4.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,135,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,1000,145,3.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,130,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,3000,,13.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,130,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,120,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,10,120,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,40,130,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,7000,250,22.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,144,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,3500,220,10.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,15,138,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,1000,141,4.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,400,135,1.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,180,140,0.600000024
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,10,140,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,10,140,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,350,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,20,140,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,1000,150,4.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,30,150,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,145,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,100,110,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,50,140,0.0
SAN FRANCISCO INTL ARPT,CA,APPROACH,,,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,1000,,3.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3400,250,20.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,4000,250,30.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,20,120,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,500,140,1.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,100,,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,100,,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2600,170,8.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,4000,220,15.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3000,220,8.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3400,220,22.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2500,140,7.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,4000,210,20.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,500,130,5.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3900,170,25.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3500,243,22.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,6000,250,30.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,4000,210,15.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,30,125,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,300,130,1.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,6000,240,12.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,200,143,1.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,500,135,2.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,800,140,2.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,5000,250,20.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,20,135,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,20,140,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,100,143,0.200000003
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,500,135,0.25
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,5400,250,25.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,1900,210,10.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,6000,250,20.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,300,140,1.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,1000,140,3.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,200,132,0.25
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3000,180,8.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,500,130,2.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,,,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2400,170,10.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,50,140,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,30,130,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2400,210,5.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,4000,200,10.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2500,200,11.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3000,250,25.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,1800,230,11.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,20,140,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3000,200,10.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,100,136,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,10,136,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3000,240,18.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,700,140,1.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2500,210,12.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,7000,200,20.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2400,210,9.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3700,230,16.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3500,190,5.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,10,130,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,100,125,0.330000013
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,1500,170,5.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,150,150,2.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2000,160,4.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3000,170,9.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,600,135,2.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2500,210,10.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3000,210,10.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2300,170,5.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,300,140,1.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,4000,210,20.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,900,135,3.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,5000,250,35.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,1500,150,6.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3000,210,20.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,500,130,2.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,150,124,0.25
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2000,135,5.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,300,150,1.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3000,230,20.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,4000,210,15.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3000,170,8.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,10,135,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,800,135,3.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,6000,250,60.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3200,210,7.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,4000,210,15.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,1100,140,3.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,1000,132,4.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,50,140,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3400,250,12.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,4000,250,20.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2500,210,15.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,5000,250,25.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,1900,190,4.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,100,135,0.200000003
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3000,190,10.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,400,135,1.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,50,135,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3400,180,10.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,500,135,1.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,300,136,1.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3000,200,10.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3000,250,20.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,1500,140,6.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2000,210,20.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,6000,150,30.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,4500,210,10.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,5000,170,12.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,30,125,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,4000,210,10.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2000,200,4.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,1000,145,5.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2000,180,10.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,1900,210,12.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,400,127,1.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2500,230,10.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3000,210,10.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3400,200,5.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,4000,250,30.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,4000,238,2.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,4000,210,15.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3000,170,12.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,200,133,0.200000003
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,4500,240,8.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,200,134,1.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,,,0.5
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,75,135,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,800,135,3.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,4400,249,8.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,6000,250,20.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,800,134,3.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2400,170,7.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,6000,210,15.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,1,133,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3400,220,15.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2500,170,8.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,500,135,2.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2400,180,10.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,5000,210,8.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,400,145,1.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,50,140,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,50,,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2300,142,3.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,3400,250,3.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,300,145,0.5
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,,,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2000,140,5.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,10,122,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,50,125,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2500,190,7.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,2000,170,5.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,10,120,0.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,,,3.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,1200,145,4.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,1500,170,4.0
CHICAGO MIDWAY INTL ARPT,IL,APPROACH,5000,250,30.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,3.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,300,,1.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,170,8.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,8.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,8.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,225,,1.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,20,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,8,130,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,10,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,100,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,50,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,3500,180,5.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,10,140,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,50,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,10,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,10,135,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,4000,200,7.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,1500,160,10.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,20,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,2700,,7.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,7.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,3,110,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,300,,0.25
CHICAGO O'HARE INTL ARPT,IL,APPROACH,1930,180,10.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,1800,170,5.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,1500,180,5.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,800,140,4.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,0.25
CHICAGO O'HARE INTL ARPT,IL,APPROACH,50,135,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,7200,250,20.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,2800,250,10.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,8.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,600,,2.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,2000,,8.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,10,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,2200,180,7.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,10,135,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,300,132,1.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,,140,5.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,10,130,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,7000,170,15.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,20,130,0.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,5000,250,20.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,3000,170,5.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,4000,170,8.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,300,125,1.0
CHICAGO O'HARE INTL ARPT,IL,APPROACH,300,140,1.0
